place_id,domain,error_type,error_message,retry_count,created_at
ChIJ67NeRihFwokRVEag0mKdQ_Y,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:36.257786
ChIJF-M3E6hEwokRimmBKroGN24,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:36.038938
ChIJO9prMfBbwokRNXSnGdnfrBE,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:35.790049
ChIJg7Z-g-lawokRkTIEU11lwms,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:35.578858
ChIJ24xuGl1DwokR80nyncNJkao,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:35.369724
ChIJS49JICJC_GsRcYnKRg4_zrE,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:35.159817
ChIJE3BbYEFFwokRXA10HvXpESo,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:34.946837
ChIJDT_CSURbwokR44h7T76vYqM,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:34.735293
ChIJrR7XhjxFwokRzdXCt2HL9-A,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:34.526416
ChIJmUlSUIZbwokRfjIwzO0XQPQ,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:34.320786
ChIJfQB2P85dwokRhahQInAOITg,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:31.433482
ChIJcwMSsU9cwokRbj3MXyN-7L0,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:31.220689
ChIJEc8fxadDwokR7Kfa0EpC46Y,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:31.000305
ChIJP4NpqVtcwokR3C9LxXtEhyU,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:30.790689
ChIJU3Qq3qBFwokRWvGC6Ft1sI4,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:30.580676
ChIJ3fg5pl5awokRKKsqjBsoeME,,place_details,"Valid values for the `fields` param for `place` are 'icon', 'name', 'formatted_phone_number', 'current_opening_hours', 'curbside_pickup', 'photo', 'url', 'opening_hours', 'geometry/viewport/northeast/lat', 'user_ratings_total', 'reservable', 'website', 'geometry/viewport/southwest', 'serves_beer', 'type', 'serves_breakfast', 'dine_in', 'vicinity', 'secondary_opening_hours', 'geometry/location', 'serves_wine', 'geometry/location/lng', 'serves_brunch', 'adr_address', 'international_phone_number', 'geometry/viewport', 'takeout', 'geometry/viewport/southwest/lng', 'geometry/viewport/southwest/lat', 'serves_vegetarian_food', 'plus_code', 'address_component', 'wheelchair_accessible_entrance', 'review', 'serves_dinner', 'delivery', 'permanently_closed', 'business_status', 'serves_lunch', 'price_level', 'geometry', 'geometry/viewport/northeast/lng', 'reviews', 'geometry/viewport/northeast', 'geometry/location/lat', 'rating', 'editorial_summary', 'place_id', 'utc_offset', 'formatted_address', these given field(s) are invalid: 'types'",0,2025-12-24T02:57:30.372848
